run_id,timestamp_utc,briefing_id,tracking_id,parent_market_name,primary_outcome_to_track,query,source_family,source_name,title,url,published_at,snippet,rank,dedupe_key
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-house-control-2026,PARENT-house-control-2026,"House control, 2026",Parent market briefing,"House control, 2026 -Polymarket -Kalshi -Metaculus -Manifold -PredictIt",google_news_rss,CFJC Today Kamloops,Democratic socialist Melat Kiros defeats longtime US House incumbent in Colorado - CFJC Today Kamloops,https://news.google.com/rss/articles/CBMirAFBVV95cUxQVmx5WEJCSmZTSEhTTTJVRFlicjZ1a3BWT2VOaDVqWmRGRWJTQWpyRkRGQWRlSnVIOVRNMTlldHVQaVdpU2lLMXU5Q1BwZGZGbkx6ZTB3dkNIeU12UGpZa0ttZlZfYkZrTkZyeVFkb0RtcE5Ka0EwaWtVQUNmTWdoOEZqQzZJSGdnMEZNbUowNVl2cG9QY1F4bkMyQ1hCb1lrWjVEZElkSmtuSHo2?oc=5,"Wed, 01 Jul 2026 05:33:33 GMT",Democratic socialist Melat Kiros defeats longtime US House incumbent in Colorado CFJC Today Kamloops,4,9fd729a99b04395b
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-house-control-2026,PARENT-house-control-2026,"House control, 2026",Parent market briefing,"House control, 2026 -Polymarket -Kalshi -Metaculus -Manifold -PredictIt",google_news_rss,The New York Times,Tracking Competitive Races in the House and Senate - The New York Times,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZ0ZhWGZlU2pYdmYwbk9SNk9JMWd6aTN1SjNudktsVkFoWEt3T3FJR1RjTC1ZU3Q3YU9ReTV0WUJJQkdDOWpzTWJ1X0liWk91MlpFdmxvX2F2THY3VnBVRDlRQlZFY19fYjRrZDQ1UlN6TGRueERkdmNIQkVveEZHMjd3eFVlM0VFWVN6WDEzcFBDSzdt?oc=5,"Wed, 01 Jul 2026 07:00:00 GMT",Tracking Competitive Races in the House and Senate The New York Times,5,da2f3f006dabc8e8
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-house-control-2026,PARENT-house-control-2026,"House control, 2026",Parent market briefing,"House control, 2026 -Polymarket -Kalshi -Metaculus -Manifold -PredictIt",google_news_rss,CNET,Best Smart Lights for 2026: Major Upgrades for Any Home - CNET,https://news.google.com/rss/articles/CBMidEFVX3lxTE50Wk1KbU9zLXZYd2JrQnNfaUtTanE2ZzRKNnlsMkZFSWhpa2p5Q216ck90UWxaX1dnYmxCRlIzaDJOUEdTVUtkaU03N1ZlN3JvT01BWTZvRkk5TFZMVGhLUkdDa3ByVTQxRERIemZpM0ozdjNp?oc=5,"Tue, 30 Jun 2026 13:00:00 GMT",Best Smart Lights for 2026: Major Upgrades for Any Home CNET,6,6610675334dae6d6
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-house-control-2026,PARENT-house-control-2026,"House control, 2026",Parent market briefing,"House control, 2026 -Polymarket -Kalshi -Metaculus -Manifold -PredictIt",gdelt_doc,ERROR,GDELT fetch failed: HTTP Error 429: Too Many Requests,https://api.gdeltproject.org/api/v2/doc/doc?query=House+control%2C+2026+-Polymarket+-Kalshi+-Metaculus+-Manifold+-PredictIt&mode=artlist&format=json&maxrecords=6&sort=hybridrel&timespan=7d,,,0,12de29d342b6f30c
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,AS/COA,Poll Tracker: The U.S. Latino Vote in the 2026 Midterms - AS/COA,https://news.google.com/rss/articles/CBMifkFVX3lxTE02WTZsVlZYVDBVZXFFUVdndUVqNkJ1WWUwRTlHeXN3RENKb05rWnkyemp1bkxwanRoTmxtUlhBN1hKWHJlTURXNlMwc1hESHd2Q0JOc0hfTWdOWHEzeUJTRFIwT2YwcUlQbFdVNGNFSl9uMFhjaThuR1FFUkdhdw?oc=5,"Thu, 02 Jul 2026 12:00:00 GMT",Poll Tracker: The U.S. Latino Vote in the 2026 Midterms AS/COA,1,d5f46641cd7c32d7
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The Hill,The past and possibly future blue wave - The Hill,https://news.google.com/rss/articles/CBMigAFBVV95cUxOYXljaTRvMFNwQ2JubktwU3duSXdfU2daNWZSS2w3QVBrMWttSnRqX3BNY0hJT2xrc3F2UTZMSzhseDlQcVYweG1LbERTWlpVVzZkR19URkNHbTljU2RBQll4OG4yU1JjeHFZMlhWN19oSkZGQ25XMEJLYV84aENUMdIBhgFBVV95cUxPRlk5S1RuUmRTcUZkZy16SDVnSTZSMl9CQUlUV0JGTHZia3RtU29wc2hiSW53aHFpMFJyRUNWNnJjN21OdUM3MnBZWldoRV9DeVJYWC1vcFJBMXA0YjBQQzQyMGlQemxsUXhQR0sxdXUwT2V1cURFS2RpUHFIZDRteEFzejJlUQ?oc=5,"Fri, 03 Jul 2026 07:55:56 GMT",The past and possibly future blue wave The Hill,2,04f34f96ad6aa5ed
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The New York Times,Tracking Competitive Races in the House and Senate - The New York Times,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZ0ZhWGZlU2pYdmYwbk9SNk9JMWd6aTN1SjNudktsVkFoWEt3T3FJR1RjTC1ZU3Q3YU9ReTV0WUJJQkdDOWpzTWJ1X0liWk91MlpFdmxvX2F2THY3VnBVRDlRQlZFY19fYjRrZDQ1UlN6TGRueERkdmNIQkVveEZHMjd3eFVlM0VFWVN6WDEzcFBDSzdt?oc=5,"Wed, 01 Jul 2026 07:00:00 GMT",Tracking Competitive Races in the House and Senate The New York Times,3,da2f3f006dabc8e8
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,Reuters,Progressive surge complicates Democrats’ midterms focus on prices - Reuters,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQRmxabVVlUlVtcWpjSlpwVmtYUGFUSHpsM3FDT2pXemZuYUFYMTJnVHplc2oyNzktaDQyUW15b0h2dlA2YkFlQ2FjY3dYcmMyRmVJQi1vWUNBRXFlc1FaVzNlSGJYSnB4bXNWRmNnbzl5U1NhQVJfM2w2ei1sSjNVSXJnS3VGQ1UyT1Q3eW9Yc1BOTGhNRDNxbzg4MDBHel9YQnlLQ09GLUNWdw?oc=5,"Thu, 02 Jul 2026 10:02:00 GMT",Progressive surge complicates Democrats’ midterms focus on prices Reuters,4,7342fe27e198d2ca
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The Guardian,‘Historic Event’: Trump announces Republican midterm convention - The Guardian,https://news.google.com/rss/articles/CBMilgFBVV95cUxNdnowMzRrUktpeEQyMWFFZE92ZWN4VUxZZy15TXN5N2hfR0tXdWhzaVN2TDg3eWxTUF9aSU5FTUl4LTFwMk8wZUJYa2tqR18zMFpEd0VUZi1iMTNlZ0s4cGNmdFp0MW9DdW5yNEVkcHJmTUtoUlE4TlJFbXBjQUpBNzZMQWFMUWdabWtFcmh4WFRic05MNlE?oc=5,"Tue, 30 Jun 2026 23:39:00 GMT",‘Historic Event’: Trump announces Republican midterm convention The Guardian,5,71696af2cc910434
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,Silver Bulletin,Who’s ahead on the generic congressional ballot? - Silver Bulletin,https://news.google.com/rss/articles/CBMilwFBVV95cUxQT2JLaXpfb3Vrd3gzTWJtNmtmWnVrVUJBdmFER0JTdlBabkFwdXZ3NFktUGtfeHZuMlhYZC1mdHpvdGNUczR4SEpXWW9FRF92V0otQ2Q2NTBnVzFGa0tmT0V0N2cxa1Y2cUtOeHQ5STNMbWlhQVA0eUtQa0dvR3A4bzdtWkZFOHZvMDdIbklZQ2NoN1lyZ1JV?oc=5,"Fri, 03 Jul 2026 07:00:00 GMT",Who’s ahead on the generic congressional ballot? Silver Bulletin,6,4b2b91cbfc96cda7
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-house-seats-after-2026-midter,PARENT-republican-house-seats-after-2026-midter,Republican House seats after 2026 midterms,Parent market briefing,Republican House seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,gdelt_doc,ERROR,GDELT fetch failed: HTTP Error 429: Too Many Requests,https://api.gdeltproject.org/api/v2/doc/doc?query=Republican+House+seats+after+2026+midterms+-Polymarket+-Kalshi+-Metaculus+-Manifold+-PredictIt&mode=artlist&format=json&maxrecords=6&sort=hybridrel&timespan=7d,,,0,12de29d342b6f30c
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,Al Jazeera,‘A rally like none other’: Trump unveils 2026 Republican midterm convention - Al Jazeera,https://news.google.com/rss/articles/CBMipAFBVV95cUxNU0RZemlUVVliN3RRTm9tSDBZbWpZNTNVNDFwcjVPVEJNVl9sbms3akhFUy1QNDVVczNZNEJBQlFQVVhQa0VWMm5yQV9rQjNQUDVRdGwyZ0h6a3pjMFMwcC1iTEowM2RMTXVvNlVOUTRwSU10bW9hME1QTUFLV2JMODRyLWxsX1g5U20wTUhralhucS1FVXFpamNEU3hiSnlETUN2c9IBqgFBVV95cUxNX2V2elYxMmdCZC1GSWp4QkJGdkVpTi1SYk1qNklmV2VGdU5VZTBZanlscGlfbDRPLXpkZTVweTA0WF9DUW9qYVRfbGZlX1BrSEMtLWJJbUZlUUJqRDIyb3NjRU1raURsbFZFVGVpSkF4MUlaVWJwV0wxSGQtWld1dkE4NFZVVUVhQWhhNFduQU5qb2YyWGJpenI1UHREWHhKa3BZMnA2QnJkdw?oc=5,"Tue, 30 Jun 2026 23:22:22 GMT",‘A rally like none other’: Trump unveils 2026 Republican midterm convention Al Jazeera,1,cdb4a411d218b811
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The Hill,GOP holds edge in Senate swing-state races: New York Times polls - The Hill,https://news.google.com/rss/articles/CBMikgFBVV95cUxNSElRWnhiNXd5aHcxXzZaZ2UyQ1JfU1BMQmZyeHRyM1pYWkRseEVaVEpJR21OSkFfZmY4ci1fRnJxMzE0SzM3MEc4SHZtVFR3NS1yMFh2U0Y4dHJWOEc2TjVEV09aWWl2WWVxZldkbHBrWEI0ck1VOG5IS1hTWnJTZzRhQ2p1UWZLY1VucTk4RkhwZ9IBlwFBVV95cUxQd25YZXJzVkxZYjByTmJPaTdqdlQzWmJnSlBKeUhlVXJoWlY0NTBRdlFhelJSOGJLcENPelB4QlpRZG9LOHdWNC1oT3ZROFY0MTdPcFNuTHFWejdpVU00Sy1YMG9mNnp2SzJVcnh0VGJrM1NqUU02TzNXVE5SV1ZXUjJGSF9LUzZpaDJCN2Y1WDA0TGJhQXJF?oc=5,"Wed, 01 Jul 2026 17:43:00 GMT",GOP holds edge in Senate swing-state races: New York Times polls The Hill,2,849555b18a6b314f
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,AS/COA,Poll Tracker: The U.S. Latino Vote in the 2026 Midterms - AS/COA,https://news.google.com/rss/articles/CBMifkFVX3lxTE02WTZsVlZYVDBVZXFFUVdndUVqNkJ1WWUwRTlHeXN3RENKb05rWnkyemp1bkxwanRoTmxtUlhBN1hKWHJlTURXNlMwc1hESHd2Q0JOc0hfTWdOWHEzeUJTRFIwT2YwcUlQbFdVNGNFSl9uMFhjaThuR1FFUkdhdw?oc=5,"Thu, 02 Jul 2026 12:00:00 GMT",Poll Tracker: The U.S. Latino Vote in the 2026 Midterms AS/COA,3,d5f46641cd7c32d7
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The New York Times,Tracking Competitive Races in the House and Senate - The New York Times,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZ0ZhWGZlU2pYdmYwbk9SNk9JMWd6aTN1SjNudktsVkFoWEt3T3FJR1RjTC1ZU3Q3YU9ReTV0WUJJQkdDOWpzTWJ1X0liWk91MlpFdmxvX2F2THY3VnBVRDlRQlZFY19fYjRrZDQ1UlN6TGRueERkdmNIQkVveEZHMjd3eFVlM0VFWVN6WDEzcFBDSzdt?oc=5,"Wed, 01 Jul 2026 07:00:00 GMT",Tracking Competitive Races in the House and Senate The New York Times,4,da2f3f006dabc8e8
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,CNN,The 9 Senate seats most likely to flip in 2026 - CNN,https://news.google.com/rss/articles/CBMiekFVX3lxTE1IdDRVak1MclBFai1CNUFxc3g0WVJtVHk2dDI5MExFN2FnWm5tWmpQVWN6MTlULWMzdFhYTG1IcEppalZnU0VDanZxOTRVbnVoUExKYlUtVV9uckZ3RFlTVFZDekxaZjNhMk5MSm8tN0l0bDJhb2xEVnFB?oc=5,"Thu, 02 Jul 2026 10:00:28 GMT",The 9 Senate seats most likely to flip in 2026 CNN,5,dbce409e48c270db
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,PBS,Live Results: Colorado midterm primaries - PBS,https://news.google.com/rss/articles/CBMigwFBVV95cUxOakh0SUNaMkpNRncydnRvd1FQUTRFdzRqN3M1M0pUSHd1ZGFtUzNNVEV2VXFidmM3cW1GVGI5dXJRRjdhQnRmdENDS3dnV2ZfS3JId2ItQ2k0cEJMSV9VLUI3OWYxdWYwQVRlUGZJbWg5b3Fhck1CUkhPcURsMVlsUDBmTdIBiAFBVV95cUxPUzFmbVdid0RTVm5Rd3N5MHo5RkZUZ1JycVpQb19CanU3SnVEUy05VHAyY0hNRGVKOXFiX1pYZnNjN3RDcGgzYWtvRFo0TXU0a3k3Mkp5NkF5TWxLN29iS3BQb0ItVVhlb0w1b2o1LUJDX1c2WlVFTE1aeng1RXdFaEZEUktMemFs?oc=5,"Mon, 29 Jun 2026 22:05:25 GMT",Live Results: Colorado midterm primaries PBS,6,8184858583f5991b
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-republican-senate-seats-after-2026-midte,PARENT-republican-senate-seats-after-2026-midte,Republican Senate seats after 2026 midterms,Parent market briefing,Republican Senate seats after 2026 midterms -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,gdelt_doc,ERROR,GDELT fetch failed: HTTP Error 429: Too Many Requests,https://api.gdeltproject.org/api/v2/doc/doc?query=Republican+Senate+seats+after+2026+midterms+-Polymarket+-Kalshi+-Metaculus+-Manifold+-PredictIt&mode=artlist&format=json&maxrecords=6&sort=hybridrel&timespan=7d,,,0,12de29d342b6f30c
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-maine-senate-election-winner,PARENT-maine-senate-election-winner,Maine Senate Election Winner,Parent market briefing,Maine Senate Election Winner -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,The New York Times,"Graham Platner Wins Primary in Maine, Setting Up a Key Senate Fight - The New York Times",https://news.google.com/rss/articles/CBMigwFBVV95cUxPYTJuUkdfNGJ6RlhKeVIwRGo5ZHlxMmlCQlk4RDRwWk5sM1JJdkp4RWp5ZDhacmp1b004YXJGWGwwQ2pXVFZ1ZmV4ZzlUYjRGWHZXclktNzltQTl1ci1qN0RyNmFqU2wtNVZMeHZKUjh5X3dsejNXTGpFYl82dkJxd2RvWQ?oc=5,"Thu, 02 Jul 2026 07:00:00 GMT","Graham Platner Wins Primary in Maine, Setting Up a Key Senate Fight The New York Times",1,e6837df349fa70d7
20260706T153423Z,2026-07-06T15:34:23Z,PARENT-maine-senate-election-winner,PARENT-maine-senate-election-winner,Maine Senate Election Winner,Parent market briefing,Maine Senate Election Winner -Polymarket -Kalshi -Metaculus -Manifold -PredictIt,google_news_rss,Fox News,"Fox News Poll: Maine Senate race is tight, with concerns about both candidates - Fox News",https://news.google.com/rss/articles/CBMiowFBVV95cUxPTUdXM1ZjWkJGMHhzbjVCa0NWTDV0SkZPOUota1lTekM2ZHJhVjBCZGd3Mk5XZ0huelNyNjBKVXRTMjRUcGQ2eWwxSnRoOHJUbE5TdmwzdHIzNG1TS1NVa1p0dmtGZXppY3ZzdUZNWUhUd3c4eGc3dGRGRVZKdUJheS14bl9JdVktV0doVmE2S3p1NG1ieTNUTDFJN05DRlFEWjA40gGoAUFVX3lxTE9fZGV3OTZHT3poS0FvbEd2T0R6MnNObGNKaFpobjVYQ0U5ZVdiR2E0WlRfd3h5ZkhUcE1tVGprYUJLaXk4cmZCSEZoMUVrRzRRdnlIOXJnVlh4d0htemxiOFVYbW8yem1HRUFua0VDd0hydGxUMWdFbUNyN0ZreUVrVGxsNVd6Vnk4WlBmT2xWNEd1SkFoUm5SNWFObGtnVTMtT1BoeklhTg?oc=5,"Tue, 30 Jun 2026 22:00:01 GMT","Fox News Poll: Maine Senate race is tight, with concerns about both candidates Fox News",2,eb7b3d04ddb54294
