tracking_id,parent_market_name,primary_outcome_to_track,verification_status,question,slug,gamma_market_id,volume,liquidity,issue,notes,search_query,exact_polymarket_slug,slug_search_hint,status,event_id,condition_id,description_text,rules_text,resolution_source,end_date,active,closed,resolved,archived,enable_order_book,outcomes_json,clob_token_ids_json,outcome_token_map_json,yes_token_id,no_token_id,market_url,verified_at,candidate_matches_json,resolver_notes
RSO-0156,São Paulo Governor Election Winner,Fernando Haddad,NEEDS_MANUAL_REVIEW,Will Fernando Haddad win the São Paulo Governor election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=667; last_reject=missing_topic=['sao paulo', 'governor']",Will Fernando Haddad win the São Paulo Governor election?,TODO_VERIFY,will-fernando-haddad-win-the-sao-paulo-governor-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.804,""id"":""561256"",""slug"":""will-zohran-mamdani-win-the-2028-us-presidential-election"",""question"":""Will Zohran Mamdani win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""20759168.760086473"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8,""id"":""561237"",""slug"":""will-andy-beshear-win-the-2028-us-presidential-election"",""question"":""Will Andy Beshear win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""18546662.693035197"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.7907,""id"":""565064"",""slug"":""will-the-republicans-win-the-2028-us-presidential-election"",""question"":""Will the Republicans win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""1045498.7324869944"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.7862,""id"":""565065"",""slug"":""will-the-democrats-win-the-2028-us-presidential-election"",""question"":""Will the Democrats win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""827363.4333929997"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.7822,""id"":""561245"",""slug"":""will-nikki-haley-win-the-2028-us-presidential-election"",""question"":""Will Nikki Haley win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""27712205.40458329"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0157,São Paulo Governor Election Winner,Kim Kataguiri,NEEDS_MANUAL_REVIEW,Will Kim Kataguiri win the São Paulo Governor election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=667; last_reject=missing_topic=['sao paulo', 'governor']",Will Kim Kataguiri win the São Paulo Governor election?,TODO_VERIFY,will-kim-kataguiri-win-the-sao-paulo-governor-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.844,""id"":""561254"",""slug"":""will-kim-kardashian-win-the-2028-us-presidential-election"",""question"":""Will Kim Kardashian win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""37456960.24612554"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8038,""id"":""561239"",""slug"":""will-kamala-harris-win-the-2028-us-presidential-election"",""question"":""Will Kamala Harris win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""8028229.4439170165"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8006,""id"":""561262"",""slug"":""will-james-talarico-win-the-2028-us-presidential-election"",""question"":""Will James Talarico win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""5998033.420245039"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.7988,""id"":""561247"",""slug"":""will-tim-walz-win-the-2028-us-presidential-election"",""question"":""Will Tim Walz win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""42612379.66674299"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.7965,""id"":""561255"",""slug"":""will-ivanka-trump-win-the-2028-us-presidential-election"",""question"":""Will Ivanka Trump win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""7181087.603110086"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0158,São Paulo Governor Election Winner,Márcio França,NEEDS_MANUAL_REVIEW,Will Márcio França win the São Paulo Governor election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=667; last_reject=missing_topic=['sao paulo', 'governor']",Will Márcio França win the São Paulo Governor election?,TODO_VERIFY,will-marcio-franca-win-the-sao-paulo-governor-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.8174,""id"":""561259"",""slug"":""will-ro-khanna-win-the-2028-us-presidential-election"",""question"":""Will Ro Khanna win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""10070554.55494317"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8078,""id"":""565064"",""slug"":""will-the-republicans-win-the-2028-us-presidential-election"",""question"":""Will the Republicans win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""1045498.7324869944"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8035,""id"":""565065"",""slug"":""will-the-democrats-win-the-2028-us-presidential-election"",""question"":""Will the Democrats win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""827363.4333929997"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8006,""id"":""561254"",""slug"":""will-kim-kardashian-win-the-2028-us-presidential-election"",""question"":""Will Kim Kardashian win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""37456960.24612554"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8006,""id"":""561256"",""slug"":""will-zohran-mamdani-win-the-2028-us-presidential-election"",""question"":""Will Zohran Mamdani win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""20759168.760086473"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0159,São Paulo Governor Election Winner,Erika Hilton,NEEDS_MANUAL_REVIEW,Will Erika Hilton win the São Paulo Governor election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=667; last_reject=missing_topic=['sao paulo', 'governor']",Will Erika Hilton win the São Paulo Governor election?,TODO_VERIFY,will-erika-hilton-win-the-sao-paulo-governor-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.8113,""id"":""565064"",""slug"":""will-the-republicans-win-the-2028-us-presidential-election"",""question"":""Will the Republicans win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""1045498.7324869944"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.807,""id"":""565065"",""slug"":""will-the-democrats-win-the-2028-us-presidential-election"",""question"":""Will the Democrats win the 2028 US Presidential Election?"",""event_title"":""Which party wins 2028 US Presidential Election?"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""827363.4333929997"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8067,""id"":""561263"",""slug"":""will-eric-trump-win-the-2028-us-presidential-election"",""question"":""Will Eric Trump win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""17587412.776176117"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8041,""id"":""561253"",""slug"":""will-tucker-carlson-win-the-2028-us-presidential-election"",""question"":""Will Tucker Carlson win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""11916951.20884111"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.8041,""id"":""561254"",""slug"":""will-kim-kardashian-win-the-2028-us-presidential-election"",""question"":""Will Kim Kardashian win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""37456960.24612554"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0174,Next Premier of Quebec,Paul St-Pierre Plamondon,NEEDS_MANUAL_REVIEW,Will Paul St-Pierre Plamondon be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Paul St-Pierre Plamondon be the next Premier of Quebec?,TODO_VERIFY,will-paul-st-pierre-plamondon-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.6784,""id"":""561258"",""slug"":""will-jamie-dimon-win-the-2028-us-presidential-election"",""question"":""Will Jamie Dimon win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""10228424.33004009"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.671,""id"":""561253"",""slug"":""will-tucker-carlson-win-the-2028-us-presidential-election"",""question"":""Will Tucker Carlson win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""11916951.20884111"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6682,""id"":""561241"",""slug"":""will-jb-pritzker-win-the-2028-us-presidential-election"",""question"":""Will JB Pritzker win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""12151442.030375037"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6657,""id"":""561233"",""slug"":""will-josh-shapiro-win-the-2028-us-presidential-election"",""question"":""Will Josh Shapiro win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""6795032.750373953"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6657,""id"":""561251"",""slug"":""will-lebron-james-win-the-2028-us-presidential-election"",""question"":""Will LeBron James win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""52906836.24762535"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0175,Next Premier of Quebec,Charles Milliard,NEEDS_MANUAL_REVIEW,Will Charles Milliard be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Charles Milliard be the next Premier of Quebec?,TODO_VERIFY,will-charles-milliard-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,"[{""score"":0.6874,""id"":""561262"",""slug"":""will-james-talarico-win-the-2028-us-presidential-election"",""question"":""Will James Talarico win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""5998033.420245039"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6839,""id"":""568116"",""slug"":""will-trump-be-impeached-by-december-31-2026"",""question"":""Will Trump be impeached by end of 2026?"",""event_title"":""Will Trump be impeached by end of 2026?"",""endDate"":""2026-12-31T00:00:00Z"",""volume"":""891889.5764970047"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6794,""id"":""561260"",""slug"":""will-thomas-massie-win-the-2028-us-presidential-election"",""question"":""Will Thomas Massie win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""7467488.103504937"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6767,""id"":""561253"",""slug"":""will-tucker-carlson-win-the-2028-us-presidential-election"",""question"":""Will Tucker Carlson win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""11916951.20884111"",""source"":""/events?search"",""active"":true,""closed"":false},{""score"":0.6767,""id"":""561257"",""slug"":""will-michelle-obama-win-the-2028-us-presidential-election"",""question"":""Will Michelle Obama win the 2028 US Presidential Election?"",""event_title"":""Presidential Election Winner 2028"",""endDate"":""2028-11-07T00:00:00Z"",""volume"":""17696453.848189056"",""source"":""/events?search"",""active"":true,""closed"":false}]",User marked row as needing manual review.
RSO-0176,Next Premier of Quebec,Christine Fréchette,,Will Christine Fréchette be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Christine Fréchette be the next Premier of Quebec?,TODO_VERIFY,will-christine-frechette-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0177,Next Premier of Quebec,Bernard Drainville,,Will Bernard Drainville be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Bernard Drainville be the next Premier of Quebec?,TODO_VERIFY,will-bernard-drainville-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0178,Next Premier of Quebec,Ruba Ghazal,,Will Ruba Ghazal be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Ruba Ghazal be the next Premier of Quebec?,TODO_VERIFY,will-ruba-ghazal-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0179,Next Premier of Quebec,Sol Zanetti,,Will Sol Zanetti be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Sol Zanetti be the next Premier of Quebec?,TODO_VERIFY,will-sol-zanetti-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0180,Next Premier of Quebec,Éric Duhaime,,Will Éric Duhaime be the next Premier of Quebec?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=691; last_reject=missing_topic=['quebec', 'premier']",Will Éric Duhaime be the next Premier of Quebec?,TODO_VERIFY,will-eric-duhaime-be-the-next-premier-of-quebec,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0187,Toronto Mayoral Election Winner,Olivia Chow,,Will Olivia Chow win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Olivia Chow win the Toronto Mayoral Election?,TODO_VERIFY,will-olivia-chow-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0188,Toronto Mayoral Election Winner,Brad Bradford,,Will Brad Bradford win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Brad Bradford win the Toronto Mayoral Election?,TODO_VERIFY,will-brad-bradford-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0189,Toronto Mayoral Election Winner,Michael Ford,,Will Michael Ford win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Michael Ford win the Toronto Mayoral Election?,TODO_VERIFY,will-michael-ford-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0190,Toronto Mayoral Election Winner,Anthony Furey,,Will Anthony Furey win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Anthony Furey win the Toronto Mayoral Election?,TODO_VERIFY,will-anthony-furey-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0191,Toronto Mayoral Election Winner,Kevin Clarke,,Will Kevin Clarke win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Kevin Clarke win the Toronto Mayoral Election?,TODO_VERIFY,will-kevin-clarke-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0192,Toronto Mayoral Election Winner,Ana Bailão,,Will Ana Bailão win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Ana Bailão win the Toronto Mayoral Election?,TODO_VERIFY,will-ana-bailao-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0193,Toronto Mayoral Election Winner,Marco Mendicino,,Will Marco Mendicino win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will Marco Mendicino win the Toronto Mayoral Election?,TODO_VERIFY,will-marco-mendicino-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
RSO-0194,Toronto Mayoral Election Winner,John Tory,,Will John Tory win the Toronto Mayoral Election?,TODO_VERIFY,,,,NEEDS_MANUAL_REVIEW,"No executable candidate passed filters after slug ladder; candidates=677; last_reject=missing_topic=['toronto', 'mayor']",Will John Tory win the Toronto Mayoral Election?,TODO_VERIFY,will-john-tory-win-the-toronto-mayoral-election,manual_seed_needs_resolution,,,,,,,,,,,,,,,,,,,,
